2024-01-20 19:37:35,426: root: INFO: ML_Trader : Executing the initialize lifecycle method
2024-01-20 19:37:36,424: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-20 19:37:36,424: root: INFO: ML_Trader : Executing the before_market_opens lifecycle method
2024-01-20 19:37:36,425: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-20 19:37:36,425: root: INFO: ML_Trader : Executing the before_starting_trading lifecycle method
2024-01-20 19:37:36,426: root: INFO: [34mML_Trader : Executing the on_trading_iteration lifecycle method at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,427: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,431: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,579: root: INFO: [32mNew market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-20 19:37:36,582: root: INFO: [34mML_Trader : Trading iteration ended at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,582: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,582: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,582: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,583: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 19:37:36,583: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-20 19:37:36,583: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.48999023 USD per share[0m
2024-01-20 19:37:36,583: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-20 19:37:36,586: root: INFO: ML_Trader : [34mSleeping for 86400 seconds[0m
2024-01-20 19:37:36,587: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-20 19:37:36,587: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-20 19:37:36,588: root: INFO: [34mML_Trader : The market is not currently open, skipping this trading iteration[0m
2024-01-20 19:37:36,588: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,588: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,589: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,589: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,589: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,590: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,591: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,591: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,591: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,591: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,591: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,592: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,592: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 19:37:36,593: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,594: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,594: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,594: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,595: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-20 19:37:36,595: root: INFO: ML_Trader : Executing the after_market_closes lifecycle method
2024-01-20 19:37:36,595: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,595: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,597: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,597: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,597: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,597: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,598: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-01-20 19:37:36,598: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,599: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,600: root: INFO: ML_Trader : Executing the before_market_opens lifecycle method
2024-01-20 19:37:36,600: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,600: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,600: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,601: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,602: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-01-20 19:37:36,602: root: INFO: ML_Trader : Executing the before_starting_trading lifecycle method
2024-01-20 19:37:36,603: root: INFO: [34mML_Trader : Executing the on_trading_iteration lifecycle method at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,603: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,604: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,604: root: INFO: [34mML_Trader : Trading iteration ended at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,604: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,604: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,605: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,605: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,605: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,606: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,606: root: INFO: ML_Trader : [34mSleeping for 86400 seconds[0m
2024-01-20 19:37:36,607: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-01-20 19:37:36,607: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-01-20 19:37:36,608: root: INFO: [34mML_Trader : Executing the on_trading_iteration lifecycle method at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,608: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,609: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,609: root: INFO: [34mML_Trader : Trading iteration ended at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,609: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,609: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,610: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,611: root: INFO: ML_Trader : [34mSleeping for 86400 seconds[0m
2024-01-20 19:37:36,611: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-01-20 19:37:36,612: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-01-20 19:37:36,613: root: INFO: [34mML_Trader : Executing the on_trading_iteration lifecycle method at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,613: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,613: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,614: root: INFO: [34mML_Trader : Trading iteration ended at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,614: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,614: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,614: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,614: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,614: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,615: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,615: root: INFO: ML_Trader : [34mSleeping for 86400 seconds[0m
2024-01-20 19:37:36,616: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-01-20 19:37:36,616: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-01-20 19:37:36,617: root: INFO: [34mML_Trader : Executing the on_trading_iteration lifecycle method at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,617: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,618: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,618: root: INFO: [34mML_Trader : Trading iteration ended at 2024-01-20 19:37:36[0m
2024-01-20 19:37:36,618: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,618: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,619: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-20 19:37:36,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 19:37:36,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
